Tier;Category;variable;unit;Definition;piam_variable;piam_unit;piam_factor;Comment;idx;internal_comment;source
2;energy (heat);Capacity Additions|Heat|Solar thermal;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of solar thermal heat;New Cap|Heat|Solar;GW/yr;1;;0;;R
2;energy (heat);Capacity Additions|Heat|Storage Reservoir;GWh/yr;Additions of new capacities (gross, w/o accounting for retirements) of central thermal storages;;;;;0;;
2;energy (heat);Capacity Additions|Heat|Storage Converter;GW/yr;Additions of new converter capacities (gross, w/o accounting for retirements) of central thermal storages;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Biomass;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to gas plants.;New Cap|Gases|Biomass;GW/yr;1;;0;;R
2;energy (supply);Capacity Additions|Gases|Biomass|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to gas plants with CCS. The installed (available) capacity of CCS biomass to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Biomass|w/ CCS|1, ..., Capacity|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Biomass|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to gas plants without CCS. The installed (available) capacity of biomass to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Biomass|w/o CCS|1, ..., Capacity|Gases|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Coal;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to gas plants.;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Coal|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to gas plants with CCS. The installed (available) capacity of CCS coal to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Coal|w/ CCS|1, ..., Capacity|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Coal|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to gas plants without CCS. The installed (available) capacity of coal to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Coal|w/o CCS|1, ..., Capacity|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Gases|Hydrogen;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of synthetic gas plants.;New Cap|Gases|Hydrogen;GW/yr;1;;0;;R
1;energy (hydrogen);Capacity Additions|Hydrogen|Biomass;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to hydrogen plants.;New Cap|Hydrogen|Biomass;GW/yr;1;;0;;R
2;energy (hydrogen);Capacity Additions|Hydrogen|Biomass|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to hydrogen plants with CCS. The installed (available) capacity of CCS biomass to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Biomass|w/ CCS|1, ..., Capacity|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Biomass|w/ CC;GW/yr;1;;0;;R
2;energy (hydrogen);Capacity Additions|Hydrogen|Biomass|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to hydrogen plants without CCS. The installed (available) capacity of biomass to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Biomass|w/o CCS|1, ..., Capacity|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Biomass|w/o CC;GW/yr;1;;0;;R
1;energy (hydrogen);Capacity Additions|Hydrogen|Coal;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to hydrogen plants.;;;;;0;;
2;energy (hydrogen);Capacity Additions|Hydrogen|Coal|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to hydrogen plants with CCS. The installed (available) capacity of CCS coal to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Coal|w/ CCS|1, ..., Capacity|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Coal|w/ CC;GW/yr;1;;0;;R
2;energy (hydrogen);Capacity Additions|Hydrogen|Coal|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to hydrogen plants without CCS. The installed (available) capacity of coal to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Coal|w/o CCS|1, ..., Capacity|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Coal|w/o CC;GW/yr;1;;0;;R
1;energy (hydrogen);Capacity Additions|Hydrogen|Electricity;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of hydrogen-by-electrolysis plants. The installed (available) capacity of hydrogen-by-electrolysis plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Electricity|w/ CCS|1, ..., Capacity|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Electricity;GW/yr;1;;0;;R
1;energy (hydrogen);Capacity Additions|Hydrogen|Gas;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to hydrogen plants.;New Cap|Hydrogen|Gas;GW/yr;1;;0;;R
2;energy (hydrogen);Capacity Additions|Hydrogen|Gas|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to hydrogen plants with CCS. The installed (available) capacity of CCS gas to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Gas|w/ CCS|1, ..., Capacity|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Gas|w/ CC;GW/yr;1;;0;;R
2;energy (hydrogen);Capacity Additions|Hydrogen|Gas|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to hydrogen plants without CCS. The installed (available) capacity of gas to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Gas|w/o CCS|1, ..., Capacity|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Hydrogen|Gas|w/o CC;GW/yr;1;;0;;R
2;energy (supply);Capacity Additions|Liquids|Biomass;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to liquids plants.;New Cap|Liquids|Biomass;GW/yr;1;;0;;R
2;energy (supply);Capacity Additions|Liquids|Biomass|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to liquids plants with CCS. The installed (available) capacity of CCS biomass to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Biomass|w/ CCS|1, ..., Capacity|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Biomass|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of biomass to liquids plants without CCS. The installed (available) capacity of biomass to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Biomass|w/o CCS|1, ..., Capacity|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Coal;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to liquids plants.;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Coal|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to liquids plants with CCS. The installed (available) capacity of CCS coal to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Coal|w/ CCS|1, ..., Capacity|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Coal|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of coal to liquids plants without CCS. The installed (available) capacity of coal to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Coal|w/o CCS|1, ..., Capacity|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Gas;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to liquids plants.;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Gas|w/ CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to liquids plants with CCS. The installed (available) capacity of CCS gas to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Gas|w/ CCS|1, ..., Capacity|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Gas|w/o CCS;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of gas to liquids plants without CCS. The installed (available) capacity of gas to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Gas|w/o CCS|1, ..., Capacity|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Capacity Additions|Liquids|Oil;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of oil refining plants. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/ CCS|1, ..., Capacity|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;New Cap|Liquids|Oil;GW/yr;1;;0;;R
2;energy (supply);Capacity Additions|Liquids|Hydrogen;GW/yr;Additions of new capacities (gross, w/o accounting for retirements) of synthetic liquids plants.;New Cap|Liquids|Hydrogen;GW/yr;1;;0;;R
1;energy (final);Final Energy;PJ/yr;total final energy consumption by all end-use sectors and all fuels, excluding transmission/distribution losses, excluding non-energy use, excluding bunkers, excluding ambient heat;FE|w/o Non-energy Use w/o Bunkers;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Ambient Heat;PJ/yr;total final energy consumption by all end-use sectors of ambient heat, excluding transmission/distribution losses, excluding non-energy use, excluding bunkers, this variable is not included into the total final energy demand of all sectors;;;;;0;;
1;energy (final);Final Energy incl Non-Energy Use incl Bunkers;PJ/yr;final energy consumed, including bunkers and including non-energy use, excluding ambient heat;FE;EJ/yr;1000;;0;;R
3;energy (final);Final Energy|Agriculture;PJ/yr;total final energy consumption by the agriculture sector;;;;;0;;
3;energy (final);Final Energy|Agriculture|Electricity;PJ/yr;final energy consumption by the agriculture sector of electricity;;;;;0;;
3;energy (final);Final Energy|Agriculture|Heat;PJ/yr;final energy consumption by the agriculture sector of heat;;;;;0;;
3;energy (final);Final Energy|Agriculture|Liquids;PJ/yr;final energy consumption by the agriculture sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;;;0;;
3;energy (final);Final Energy|Agriculture|Gases;PJ/yr;final energy consumption by the agriculture sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;;;0;;
1;energy (industry);Final Energy|Non-Energy Use;PJ/yr;Final energy consumption by the non-combustion processes;FE|Non-energy Use|Industry;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Non-Energy Use|Gases;PJ/yr;Final energy consumption of Gases by the non-combustion processes;FE|Non-energy Use|Industry|+|Gases;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by the non-combustion processes;FE|Non-energy Use|Industry|Gases|+|Fossil;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Gases|Biomass;PJ/yr;Final energy consumption of biogas by the non-combustion processes;FE|Non-energy Use|Industry|Gases|+|Biomass;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the non-combustion processes;FE|Non-energy Use|Industry|Gases|+|Hydrogen;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the non-combustion processes;;;;;0;;
1;energy (industry);Final Energy|Non-Energy Use|Liquids;PJ/yr;Final energy consumption of Liquids by the non-combustion processes;FE|Non-energy Use|Industry|+|Liquids;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Liquids|Petroleum;PJ/yr;Final energy consumption by the industrial sector of liquids from fossil origin (conventional & unconventional petroleum) by the non-combustion processes;FE|Non-energy Use|Industry|Liquids|+|Fossil;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by the non-combustion processes;FE|Non-energy Use|Industry|Liquids|+|Biomass;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquids of fossil origin by the non-combustion processes;FE|Non-energy Use|Industry|Liquids|+|Hydrogen;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Non-Energy Use|Solids;PJ/yr;Final energy consumption of solids by the non-combustion processes;FE|Non-energy Use|Industry|+|Solids;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Solids|Coal;PJ/yr;Final energy coal consumption by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the non-combustion processes;;;;;0;;
1;energy (industry);Final Energy|Non-Energy Use|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Waste;PJ/yr;Final energy consumption of non-renewable waste by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Other;PJ/yr;Final energy consumption of other feedstocks by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals;PJ/yr;Final energy consumption in the chemical sector by the non-combustion processes;FE|Non-energy Use|Industry;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Gases;PJ/yr;Final energy consumption of gases by the chemical sector by the non-combustion processes;FE|Non-energy Use|Industry|+|Gases;EJ/yr;1000;Currently, all non-energy use in REMIND occurs in the chemicals sector;0;;R
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Gases|Biomass;PJ/yr;Final energy consumption of biogas by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the chemical sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the chemical sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Liquids;PJ/yr;Final energy consumption of liquids by the chemical sector by the non-combustion processes;FE|Non-energy Use|Industry|+|Liquids;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Liquids|Petroleum;PJ/yr;Final energy consumption of liquids from fossil origin (conventional & unconventional petroleum) by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by the chemical sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Solids;PJ/yr;Final energy consumption of solids by the chemical sector by the non-combustion processes;FE|Non-energy Use|Industry|+|Solids;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Chemicals|Solids|Coal;PJ/yr;Final energy consumption of coal by the chemical sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Other;PJ/yr;Final energy consumption of other feedstocks by the chemical sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Chemicals|Waste;PJ/yr;Final energy consumption of non-renewable waste by the chemical sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel;PJ/yr;Final energy consumption in the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Gases;PJ/yr;Final energy consumption of gases by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Gases|Biomass;PJ/yr;Final energy consumption of biogas by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Solids;PJ/yr;Final energy consumption of Solids by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Solids|Coal;PJ/yr;Final energy consumption of coal by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Liquids;PJ/yr;Final energy consumption of Liquids by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Liquids|Petroleum;PJ/yr;Final energy consumption of liquids from fossil origin (conventional & unconventional petroleum) by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Steel|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by the iron and steel sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Steel|Other;PJ/yr;Final energy consumption of other feedstocks by the iron and steel sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Steel|Waste;PJ/yr;Final energy consumption of non-renewable waste by the iron and steel sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals;PJ/yr;Final energy consumption in the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases;PJ/yr;Final energy consumption of gases by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Biomass;PJ/yr;Final energy consumption of biogas by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids;PJ/yr;Final energy consumption of liquids by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Petroleum;PJ/yr;Final energy consumption of liquids from fossil origin (conventional & unconventional petroleum) by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids;PJ/yr;Final energy consumption of solids by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Solids|Coal;PJ/yr;Final energy consumption of coal by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Other;PJ/yr;Final energy consumption of other feedstocks by the non-metallic minerals sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Non-Metallic Minerals|Waste;PJ/yr;Final energy consumption of non-renewable waste by the non-metallic minerals sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries;PJ/yr;Final energy consumption in other indutries by the non-combustion processes (please provide a definition of these industries in this category in the 'comments' tab);;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Gases;PJ/yr;Final energy consumption of gases by the other industries sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Gases|Biomass;PJ/yr;Final energy consumption of biogas by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the other industries sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Liquids;PJ/yr;Final energy consumption of Liquids by the other industries sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Liquids|Petroleum;PJ/yr;Final energy consumption of liquids from fossil origin (conventional & unconventional petroleum) by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquid efuels (power-to-liquid) by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Solids;PJ/yr;Final energy consumption of Solids by the other industries sector by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by other industries by the non-combustion processes;;;;;0;;
3;energy (industry);Final Energy|Non-Energy Use|Other Industries|Solids|Coal;PJ/yr;Final energy consumption of coal by other industries by the non-combustion processes;;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Other Industries|Other;PJ/yr;Final energy consumption of other feedstocks by other industries by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;;;0;;
2;energy (industry);Final Energy|Non-Energy Use|Other Industries|Waste;PJ/yr;Final energy consumption of non-renewable waste by other industries by the non-combustion processes;;;;;0;;
1;energy (final);Final Energy|Electricity;PJ/yr;final energy consumption of electricity (including on-site solar PV), excluding transmission/distribution losses;FE|+|Electricity;EJ/yr;1000;;0;;R
1;energy (final);Final Energy|Solids;PJ/yr;final energy solid fuel consumption (including coal and solid biomass), excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Solids;EJ/yr;1000;;0;;R
