parent;child;factor
Energy Service|Transportation|Freight;Energy Service|Transportation|Freight|Aviation;1
Energy Service|Transportation|Freight;Energy Service|Transportation|Freight|Domestic Navigation;1
Energy Service|Transportation|Freight;Energy Service|Transportation|Freight|Other;1
Energy Service|Transportation|Freight;Energy Service|Transportation|Freight|Railways;1
Energy Service|Transportation|Freight;Energy Service|Transportation|Freight|Road;1

Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Domestic Aviation;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Domestic Navigation;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Other;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Railways;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Road;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Cycling;1
Energy Service|Transportation|Passenger;Energy Service|Transportation|Passenger|Walking;1

# Relative difference between -25.1% and 31.8%, absolute difference up to 6777 bn pkm/yr.
Energy Service|Transportation|Passenger|Road;Energy Service|Transportation|Passenger|Road|2W and 3W;1
Energy Service|Transportation|Passenger|Road;Energy Service|Transportation|Passenger|Road|LDV;1
Energy Service|Transportation|Passenger|Road;Energy Service|Transportation|Passenger|Road|Bus;1

Expenditure|household|Services;Expenditure|household|Services|health;1

Export;Export|Developing Country Share;1
Export;Export|Agriculture;1
Export;Export|Energy;1
Export;Export|Industry;1
Export;Export|Other;1

Export|Industry;Export|Industry|Iron and Steel;1
Export|Industry;Export|Industry|Non-Ferrous Metals;1
Export|Industry;Export|Industry|Chemicals;1
Export|Industry;Export|Industry|Non-Metallic Minerals;1

Export|Industry|Chemicals;Export|Industry|Chemicals|High Value Chemicals;1
Export|Industry|Chemicals;Export|Industry|Chemicals|Plastics;1

Export|Industry|Chemicals|High Value Chemicals;Export|Industry|Chemicals|High Value Chemicals|Volume;1

Export|Industry|Chemicals|Plastics;Export|Industry|Chemicals|Plastics|Volume;1

Export|Industry|Iron and Steel;Export|Industry|Iron and Steel|Primary;1
Export|Industry|Iron and Steel;Export|Industry|Iron and Steel|Secondary;1
Export|Industry|Iron and Steel;Export|Industry|Iron and Steel|Volume;1

Export|Industry|Non-Ferrous Metals;Export|Industry|Non-Ferrous Metals|Aluminum;1
Export|Industry|Non-Ferrous Metals;Export|Industry|Non-Ferrous Metals|Volume;1

Export|Industry|Non-Ferrous Metals|Aluminum;Export|Industry|Non-Ferrous Metals|Aluminum|Volume;1

Export|Industry|Non-Metallic Minerals;Export|Industry|Non-Metallic Minerals|Cement;1
Export|Industry|Non-Metallic Minerals;Export|Industry|Non-Metallic Minerals|Volume;1

Export|Industry|Non-Metallic Minerals|Cement;Export|Industry|Non-Metallic Minerals|Cement|Volume;1

Final Energy;Final Energy|Electricity;1
Final Energy;Final Energy|Solids;1
Final Energy;Final Energy|Liquids;1
Final Energy;Final Energy|Gases;1
Final Energy;Final Energy|Geothermal;1
Final Energy;Final Energy|Heat;1
Final Energy;Final Energy|Hydrogen;1
Final Energy;Final Energy|Solar;1
Final Energy;Final Energy|Other;1

Final Energy 2;Final Energy|Non-Energy Use;1
Final Energy 2;Final Energy|Agriculture;1
Final Energy 2;Final Energy|Industry;1
Final Energy 2;Final Energy|Residential and Commercial;1
Final Energy 2;Final Energy|Transportation (w/ bunkers);1
Final Energy 2;Final Energy|Carbon Removal;1
Final Energy 2;Final Energy|Other Sector;1

Final Energy|Agriculture;Final Energy|Agriculture|Electricity;1
Final Energy|Agriculture;Final Energy|Agriculture|Heat;1
Final Energy|Agriculture;Final Energy|Agriculture|Liquids;1
Final Energy|Agriculture;Final Energy|Agriculture|Gases;1

Final Energy|Bunkers;Final Energy|Bunkers|International Shipping;1
Final Energy|Bunkers;Final Energy|Bunkers|International Aviation;1
Final Energy|Bunkers;Final Energy|Bunkers|Electricity;1
Final Energy|Bunkers;Final Energy|Bunkers|Gases;1
Final Energy|Bunkers;Final Energy|Bunkers|Hydrogen;1
Final Energy|Bunkers;Final Energy|Bunkers|Liquids;1
Final Energy|Bunkers;Final Energy|Bunkers|Other;1

Final Energy|Bunkers 2;Final Energy|Bunkers|Passenger;1
Final Energy|Bunkers 2;Final Energy|Bunkers|Freight;1

Final Energy|Bunkers|Freight;Final Energy|Bunkers|Freight|International Shipping;1
Final Energy|Bunkers|Freight;Final Energy|Bunkers|Freight|International Aviation;1

Final Energy|Bunkers|International Aviation;Final Energy|Bunkers|International Aviation|Electricity;1
Final Energy|Bunkers|International Aviation;Final Energy|Bunkers|International Aviation|Gases;1
Final Energy|Bunkers|International Aviation;Final Energy|Bunkers|International Aviation|Hydrogen;1
Final Energy|Bunkers|International Aviation;Final Energy|Bunkers|International Aviation|Liquids;1

Final Energy|Bunkers|International Aviation|Gases;Final Energy|Bunkers|International Aviation|Gases|Fossil;1
Final Energy|Bunkers|International Aviation|Gases;Final Energy|Bunkers|International Aviation|Gases|Biomass;1
Final Energy|Bunkers|International Aviation|Gases;Final Energy|Bunkers|International Aviation|Gases|Electricity;1

Final Energy|Bunkers|International Aviation|Hydrogen;Final Energy|Bunkers|International Aviation|Hydrogen|Fossil;1
Final Energy|Bunkers|International Aviation|Hydrogen;Final Energy|Bunkers|International Aviation|Hydrogen|Biomass;1
Final Energy|Bunkers|International Aviation|Hydrogen;Final Energy|Bunkers|International Aviation|Hydrogen|Electricity;1

Final Energy|Bunkers|International Aviation|Liquids;Final Energy|Bunkers|International Aviation|Liquids|Fossil;1
Final Energy|Bunkers|International Aviation|Liquids;Final Energy|Bunkers|International Aviation|Liquids|Biomass;1
Final Energy|Bunkers|International Aviation|Liquids;Final Energy|Bunkers|International Aviation|Liquids|Electricity;1

Final Energy|Bunkers|International Shipping;Final Energy|Bunkers|International Shipping|Electricity;1
Final Energy|Bunkers|International Shipping;Final Energy|Bunkers|International Shipping|Gases;1
Final Energy|Bunkers|International Shipping;Final Energy|Bunkers|International Shipping|Hydrogen;1
Final Energy|Bunkers|International Shipping;Final Energy|Bunkers|International Shipping|Liquids;1

Final Energy|Bunkers|International Shipping|Gases;Final Energy|Bunkers|International Shipping|Gases|Fossil;1
Final Energy|Bunkers|International Shipping|Gases;Final Energy|Bunkers|International Shipping|Gases|Biomass;1
Final Energy|Bunkers|International Shipping|Gases;Final Energy|Bunkers|International Shipping|Gases|Electricity;1

Final Energy|Bunkers|International Shipping|Hydrogen;Final Energy|Bunkers|International Shipping|Hydrogen|Fossil;1
Final Energy|Bunkers|International Shipping|Hydrogen;Final Energy|Bunkers|International Shipping|Hydrogen|Biomass;1
Final Energy|Bunkers|International Shipping|Hydrogen;Final Energy|Bunkers|International Shipping|Hydrogen|Electricity;1

Final Energy|Bunkers|International Shipping|Liquids;Final Energy|Bunkers|International Shipping|Liquids|Fossil;1
Final Energy|Bunkers|International Shipping|Liquids;Final Energy|Bunkers|International Shipping|Liquids|Biomass;1
Final Energy|Bunkers|International Shipping|Liquids;Final Energy|Bunkers|International Shipping|Liquids|Electricity;1

Final Energy|Bunkers|Passenger;Final Energy|Bunkers|Passenger|International Shipping;1
Final Energy|Bunkers|Passenger;Final Energy|Bunkers|Passenger|International Aviation;1

Final Energy|Bunkers|Passenger|International Aviation;Final Energy|Bunkers|Passenger|International Aviation|Electricity;1
Final Energy|Bunkers|Passenger|International Aviation;Final Energy|Bunkers|Passenger|International Aviation|Hydrogen;1

Final Energy|Carbon Removal;Final Energy|Carbon Removal|Direct Air Capture;1
Final Energy|Carbon Removal;Final Energy|Carbon Removal|Enhanced Weathering;1
Final Energy|Carbon Removal;Final Energy|Carbon Removal|Other;1

Final Energy|Carbon Removal 2;Final Energy|Carbon Removal|Electricity;1
Final Energy|Carbon Removal 2;Final Energy|Carbon Removal|Gases;1
Final Energy|Carbon Removal 2;Final Energy|Carbon Removal|Hydrogen;1
Final Energy|Carbon Removal 2;Final Energy|Carbon Removal|Liquids;1
Final Energy|Carbon Removal 2;Final Energy|Carbon Removal|Heat;1

Final Energy|Carbon Removal|Electricity;Final Energy|Carbon Removal|Electricity|Direct Air Capture;1
Final Energy|Carbon Removal|Electricity;Final Energy|Carbon Removal|Electricity|Enhanced Weathering;1

Final Energy|Carbon Removal|Gases;Final Energy|Carbon Removal|Gases|Direct Air Capture;1

Final Energy|Carbon Removal|Heat;Final Energy|Carbon Removal|Heat|Direct Air Capture;1
Final Energy|Carbon Removal|Heat;Final Energy|Carbon Removal|Heat|Enhanced Weathering;1

Final Energy|Carbon Removal|Hydrogen;Final Energy|Carbon Removal|Hydrogen|Direct Air Capture;1

Final Energy|Carbon Removal|Liquids;Final Energy|Carbon Removal|Liquids|Direct Air Capture;1
Final Energy|Carbon Removal|Liquids;Final Energy|Carbon Removal|Liquids|Enhanced Weathering;1

Final Energy|Commercial;Final Energy|Commercial|Electricity;1
Final Energy|Commercial;Final Energy|Commercial|Gases;1
Final Energy|Commercial;Final Energy|Commercial|Heat;1
Final Energy|Commercial;Final Energy|Commercial|Hydrogen;1
Final Energy|Commercial;Final Energy|Commercial|Liquids;1
Final Energy|Commercial;Final Energy|Commercial|Other;1
Final Energy|Commercial;Final Energy|Commercial|Solids;1

Final Energy|Commercial|Gases;Final Energy|Commercial|Gases|Biomass;1
Final Energy|Commercial|Gases;Final Energy|Commercial|Gases|Electricity;1
Final Energy|Commercial|Gases;Final Energy|Commercial|Gases|Fossil;1

Final Energy|Commercial|Liquids;Final Energy|Commercial|Liquids|Biomass;1
Final Energy|Commercial|Liquids;Final Energy|Commercial|Liquids|Electricity;1
Final Energy|Commercial|Liquids;Final Energy|Commercial|Liquids|Fossil;1

Final Energy|Commercial|Solids;Final Energy|Commercial|Solids|Biomass;1
Final Energy|Commercial|Solids;Final Energy|Commercial|Solids|Fossil;1

Final Energy|Commercial|Solids|Biomass;Final Energy|Commercial|Solids|Biomass|Traditional;1

Final Energy|Gases;Final Energy|Gases|Biomass;1
Final Energy|Gases;Final Energy|Gases|Electricity;1
Final Energy|Gases;Final Energy|Gases|Fossil;1

Final Energy|Industry;Final Energy|Industry|Electricity;1
Final Energy|Industry;Final Energy|Industry|Gases;1
Final Energy|Industry;Final Energy|Industry|Heat;1
Final Energy|Industry;Final Energy|Industry|Hydrogen;1
Final Energy|Industry;Final Energy|Industry|Liquids;1
Final Energy|Industry;Final Energy|Industry|Other;1
Final Energy|Industry;Final Energy|Industry|Solids;1
Final Energy|Industry;Final Energy|Industry|Waste;1
Final Energy|Industry;Final Energy|Industry|Geothermal;1

Final Energy|Industry 2;Final Energy|Industry|Non-Metallic Minerals;1
Final Energy|Industry 2;Final Energy|Industry|Chemicals;1
Final Energy|Industry 2;Final Energy|Industry|Iron and Steel;1
Final Energy|Industry 2;Final Energy|Industry|Other Sector;1
Final Energy|Industry 2;Final Energy|Industry|Pulp and Paper;1
Final Energy|Industry 2;Final Energy|Industry|Non-Ferrous Metals;1

Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Electricity;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Gases;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Hydrogen;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Liquids;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Solids;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Heat;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Solar;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Geothermal;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Waste;1
Final Energy|Industry|Chemicals;Final Energy|Industry|Chemicals|Other;1

Final Energy|Industry|Chemicals|Gases;Final Energy|Industry|Chemicals|Gases|Biomass;1
Final Energy|Industry|Chemicals|Gases;Final Energy|Industry|Chemicals|Gases|Electricity;1
Final Energy|Industry|Chemicals|Gases;Final Energy|Industry|Chemicals|Gases|Fossil;1

Final Energy|Industry|Chemicals|Liquids;Final Energy|Industry|Chemicals|Liquids|Biomass;1
Final Energy|Industry|Chemicals|Liquids;Final Energy|Industry|Chemicals|Liquids|Electricity;1
Final Energy|Industry|Chemicals|Liquids;Final Energy|Industry|Chemicals|Liquids|Fossil;1

Final Energy|Industry|Chemicals|Solids;Final Energy|Industry|Chemicals|Solids|Biomass;1
Final Energy|Industry|Chemicals|Solids;Final Energy|Industry|Chemicals|Solids|Coal;1

Final Energy|Industry|Gases;Final Energy|Industry|Gases|Biomass;1
Final Energy|Industry|Gases;Final Energy|Industry|Gases|Electricity;1
Final Energy|Industry|Gases;Final Energy|Industry|Gases|Fossil;1

Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Electricity;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Gases;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Hydrogen;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Liquids;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Solids;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Heat;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Solar;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Geothermal;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Waste;1
Final Energy|Industry|Iron and Steel;Final Energy|Industry|Iron and Steel|Other;1

Final Energy|Industry|Iron and Steel|Gases;Final Energy|Industry|Iron and Steel|Gases|Biomass;1
Final Energy|Industry|Iron and Steel|Gases;Final Energy|Industry|Iron and Steel|Gases|Electricity;1
Final Energy|Industry|Iron and Steel|Gases;Final Energy|Industry|Iron and Steel|Gases|Fossil;1

Final Energy|Industry|Iron and Steel|Liquids;Final Energy|Industry|Iron and Steel|Liquids|Biomass;1
Final Energy|Industry|Iron and Steel|Liquids;Final Energy|Industry|Iron and Steel|Liquids|Electricity;1
Final Energy|Industry|Iron and Steel|Liquids;Final Energy|Industry|Iron and Steel|Liquids|Fossil;1

Final Energy|Industry|Iron and Steel|Solids;Final Energy|Industry|Iron and Steel|Solids|Biomass;1
Final Energy|Industry|Iron and Steel|Solids;Final Energy|Industry|Iron and Steel|Solids|Coal;1

Final Energy|Industry|Liquids;Final Energy|Industry|Liquids|Biomass;1
Final Energy|Industry|Liquids;Final Energy|Industry|Liquids|Electricity;1
Final Energy|Industry|Liquids;Final Energy|Industry|Liquids|Fossil;1

Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Electricity;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Gases;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Hydrogen;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Liquids;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Solids;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Heat;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Solar;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Geothermal;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Waste;1
Final Energy|Industry|Non-Ferrous Metals;Final Energy|Industry|Non-Ferrous Metals|Other;1

Final Energy|Industry|Non-Ferrous Metals|Gases;Final Energy|Industry|Non-Ferrous Metals|Gases|Biomass;1
Final Energy|Industry|Non-Ferrous Metals|Gases;Final Energy|Industry|Non-Ferrous Metals|Gases|Electricity;1
Final Energy|Industry|Non-Ferrous Metals|Gases;Final Energy|Industry|Non-Ferrous Metals|Gases|Fossil;1

Final Energy|Industry|Non-Ferrous Metals|Liquids;Final Energy|Industry|Non-Ferrous Metals|Liquids|Biomass;1
Final Energy|Industry|Non-Ferrous Metals|Liquids;Final Energy|Industry|Non-Ferrous Metals|Liquids|Electricity;1
Final Energy|Industry|Non-Ferrous Metals|Liquids;Final Energy|Industry|Non-Ferrous Metals|Liquids|Fossil;1

Final Energy|Industry|Non-Ferrous Metals|Solids;Final Energy|Industry|Non-Ferrous Metals|Solids|Biomass;1
Final Energy|Industry|Non-Ferrous Metals|Solids;Final Energy|Industry|Non-Ferrous Metals|Solids|Coal;1

Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Electricity;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Gases;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Hydrogen;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Liquids;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Solids;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Heat;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Solar;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Geothermal;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Waste;1
Final Energy|Industry|Non-Metallic Minerals;Final Energy|Industry|Non-Metallic Minerals|Other;1

Final Energy|Industry|Non-Metallic Minerals|Gases;Final Energy|Industry|Non-Metallic Minerals|Gases|Biomass;1
Final Energy|Industry|Non-Metallic Minerals|Gases;Final Energy|Industry|Non-Metallic Minerals|Gases|Electricity;1
Final Energy|Industry|Non-Metallic Minerals|Gases;Final Energy|Industry|Non-Metallic Minerals|Gases|Fossil;1

Final Energy|Industry|Non-Metallic Minerals|Liquids;Final Energy|Industry|Non-Metallic Minerals|Liquids|Biomass;1
Final Energy|Industry|Non-Metallic Minerals|Liquids;Final Energy|Industry|Non-Metallic Minerals|Liquids|Electricity;1
Final Energy|Industry|Non-Metallic Minerals|Liquids;Final Energy|Industry|Non-Metallic Minerals|Liquids|Fossil;1

Final Energy|Industry|Non-Metallic Minerals|Solids;Final Energy|Industry|Non-Metallic Minerals|Solids|Biomass;1
Final Energy|Industry|Non-Metallic Minerals|Solids;Final Energy|Industry|Non-Metallic Minerals|Solids|Coal;1

Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Electricity;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Gases;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Hydrogen;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Liquids;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Solids;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Heat;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Solar;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Geothermal;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Waste;1
Final Energy|Industry|Other Sector;Final Energy|Industry|Other Sector|Other;1

Final Energy|Industry|Other Sector|Gases;Final Energy|Industry|Other Sector|Gases|Biomass;1
Final Energy|Industry|Other Sector|Gases;Final Energy|Industry|Other Sector|Gases|Electricity;1
Final Energy|Industry|Other Sector|Gases;Final Energy|Industry|Other Sector|Gases|Fossil;1

Final Energy|Industry|Other Sector|Liquids;Final Energy|Industry|Other Sector|Liquids|Biomass;1
Final Energy|Industry|Other Sector|Liquids;Final Energy|Industry|Other Sector|Liquids|Electricity;1
Final Energy|Industry|Other Sector|Liquids;Final Energy|Industry|Other Sector|Liquids|Fossil;1

Final Energy|Industry|Other Sector|Solids;Final Energy|Industry|Other Sector|Solids|Biomass;1
Final Energy|Industry|Other Sector|Solids;Final Energy|Industry|Other Sector|Solids|Coal;1

Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Electricity;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Gases;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Hydrogen;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Liquids;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Solids;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Heat;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Solar;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Geothermal;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Waste;1
Final Energy|Industry|Pulp and Paper;Final Energy|Industry|Pulp and Paper|Other;1

Final Energy|Industry|Pulp and Paper|Gases;Final Energy|Industry|Pulp and Paper|Gases|Biomass;1
Final Energy|Industry|Pulp and Paper|Gases;Final Energy|Industry|Pulp and Paper|Gases|Electricity;1
Final Energy|Industry|Pulp and Paper|Gases;Final Energy|Industry|Pulp and Paper|Gases|Fossil;1

Final Energy|Industry|Pulp and Paper|Liquids;Final Energy|Industry|Pulp and Paper|Liquids|Biomass;1
Final Energy|Industry|Pulp and Paper|Liquids;Final Energy|Industry|Pulp and Paper|Liquids|Electricity;1
Final Energy|Industry|Pulp and Paper|Liquids;Final Energy|Industry|Pulp and Paper|Liquids|Fossil;1

Final Energy|Industry|Pulp and Paper|Solids;Final Energy|Industry|Pulp and Paper|Solids|Biomass;1
Final Energy|Industry|Pulp and Paper|Solids;Final Energy|Industry|Pulp and Paper|Solids|Coal;1

Final Energy|Industry|Solids;Final Energy|Industry|Solids|Biomass;1
Final Energy|Industry|Solids;Final Energy|Industry|Solids|Fossil;1

Final Energy|Liquids;Final Energy|Liquids|Biomass;1
Final Energy|Liquids;Final Energy|Liquids|Electricity;1
Final Energy|Liquids;Final Energy|Liquids|Fossil;1

Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Solids;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Liquids;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Gases;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Hydrogen;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Waste;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Other;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Chemicals;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Iron and Steel;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Non-Metallic Minerals;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Non-Ferrous Metals;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Pulp and Paper;1
Final Energy|Non-Energy Use;Final Energy|Non-Energy Use|Other Sector;1

Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Gases;1
Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Hydrogen;1
Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Liquids;1
Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Solids;1
Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Other;1
Final Energy|Non-Energy Use|Chemicals;Final Energy|Non-Energy Use|Chemicals|Waste;1

Final Energy|Non-Energy Use|Chemicals|Gases;Final Energy|Non-Energy Use|Chemicals|Gases|Biomass;1
Final Energy|Non-Energy Use|Chemicals|Gases;Final Energy|Non-Energy Use|Chemicals|Gases|Electricity;1
Final Energy|Non-Energy Use|Chemicals|Gases;Final Energy|Non-Energy Use|Chemicals|Gases|Fossil;1

Final Energy|Non-Energy Use|Chemicals|Liquids;Final Energy|Non-Energy Use|Chemicals|Liquids|Biomass;1
Final Energy|Non-Energy Use|Chemicals|Liquids;Final Energy|Non-Energy Use|Chemicals|Liquids|Electricity;1
Final Energy|Non-Energy Use|Chemicals|Liquids;Final Energy|Non-Energy Use|Chemicals|Liquids|Fossil;1

Final Energy|Non-Energy Use|Chemicals|Solids;Final Energy|Non-Energy Use|Chemicals|Solids|Biomass;1
Final Energy|Non-Energy Use|Chemicals|Solids;Final Energy|Non-Energy Use|Chemicals|Solids|Coal;1

Final Energy|Non-Energy Use|Gases;Final Energy|Non-Energy Use|Gases|Biomass;1
Final Energy|Non-Energy Use|Gases;Final Energy|Non-Energy Use|Gases|Electricity;1
Final Energy|Non-Energy Use|Gases;Final Energy|Non-Energy Use|Gases|Fossil;1

Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Gases;1
Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Hydrogen;1
Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Solids;1
Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Liquids;1
Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Other;1
Final Energy|Non-Energy Use|Iron and Steel;Final Energy|Non-Energy Use|Iron and Steel|Waste;1

Final Energy|Non-Energy Use|Iron and Steel|Gases;Final Energy|Non-Energy Use|Iron and Steel|Gases|Biomass;1
Final Energy|Non-Energy Use|Iron and Steel|Gases;Final Energy|Non-Energy Use|Iron and Steel|Gases|Electricity;1
Final Energy|Non-Energy Use|Iron and Steel|Gases;Final Energy|Non-Energy Use|Iron and Steel|Gases|Fossil;1

Final Energy|Non-Energy Use|Iron and Steel|Liquids;Final Energy|Non-Energy Use|Iron and Steel|Liquids|Biomass;1
Final Energy|Non-Energy Use|Iron and Steel|Liquids;Final Energy|Non-Energy Use|Iron and Steel|Liquids|Electricity;1
Final Energy|Non-Energy Use|Iron and Steel|Liquids;Final Energy|Non-Energy Use|Iron and Steel|Liquids|Fossil;1

Final Energy|Non-Energy Use|Iron and Steel|Solids;Final Energy|Non-Energy Use|Iron and Steel|Solids|Biomass;1
Final Energy|Non-Energy Use|Iron and Steel|Solids;Final Energy|Non-Energy Use|Iron and Steel|Solids|Coal;1

Final Energy|Non-Energy Use|Liquids;Final Energy|Non-Energy Use|Liquids|Fossil;1
Final Energy|Non-Energy Use|Liquids;Final Energy|Non-Energy Use|Liquids|Biomass;1
Final Energy|Non-Energy Use|Liquids;Final Energy|Non-Energy Use|Liquids|Electricity;1

Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases;1
Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Hydrogen;1
Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids;1
Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids;1
Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Other;1
Final Energy|Non-Energy Use|Non-Ferrous Metals;Final Energy|Non-Energy Use|Non-Ferrous Metals|Waste;1

Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases;Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases|Biomass;1
Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases;Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases|Electricity;1
